"unique_id";"nom_unique";"camp_latitude";"camp_longitude";"type_camp";"iso3";"prison";"degurba";"clc_majoritaire_13_mixte";"eloignementschengen";"clc_majoritaire_2";"clc_majoritaire_3";"clc_majoritaire_23_mixte";"infrastructure_norm";"infrastructure_avant_conversion";"infrastructure_solidite";"infrastructure_confort";"pays_population";"pays_surfacekm2";"ville_proche_population";"distance_ville_proche";"mairie_distance";"atm_distance";"hopital_distance";"pharmacie_distance";"arret_bus_distance_km";"gare_distance_km";"medecin_clinique_hors_camp_distance_km";"dentiste_hors_camp_distance_km";"ecole_hors_camp_distance_km";"poste_hors_camp_distance_km";"distance_13_mines_decharges_chantiers";"distance_124_aeroport";"distance_123_zones_portuaires";"distance_122_reseaux_routiers";"distance_24_zones_agricoles_heterogenes";"distance_41_zones_humides_interieures";"distance_121_zi_zac";"distanceschengenkm";"eurostat_pop_2019";"camps_commune_surfacekm2";"capacite";"ecart_densites"
"590";"Sombor (Serbie)";45.77147;19.07369;"semi-ouvert";"SRB";"non";"banlieue";"Territoires agricoles";"proche_externe";"21";"211";"21";"mixte containers - dur - tentes";"pas de conversion";"2";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;4.893;4.567;3.58;2.44;4.196;4.911;17.3008;4.767;3.268;3.038;14.502;39.458;34.997;38.257;0.2;2.187;3.551;26.118;80400;1170.10831365;390;-0.114632969745405
"583";"Adasevci / Serbie";45.04206;19.26119;"semi-ouvert";"SRB";"non";"rural";"Forêts et milieux semi-naturels";"loin_externe";"31";"311";"31";"dur / hébergement";"pas de conversion";"4";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;12.5437;14.138;12.311;8.86589999999999;5.1393;5.743;12.331;38.5085;5.3627;7.1315;8.757;42.4895;52.837;12.393;4.148;18.463;7.68;143.109;31901;685.2860746;707.799999999999;-0.283730563169929
"605";"Vranje TRC";42.53239;21.91385;"ouvert";"SRB";"non";"ville";"Territoires agricoles";"loin_externe";"24";"242";"24";"dur / hébergement";"pas de conversion";"4";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;4.003;20.8428;2.779;2.42;2.384;1.218;4.437;38.5085;1.538;2.486;20.799;42.4895;160.9807;10.528;0;23.98;0.242;203.545;72020;599.93935438;230;0.127682812170901
"604";"Presevo TRC";42.30078;21.68333;"ouvert";"SRB";"non";"rural";"Zones industrielles ou commerciales et installations publiques";"loin_externe";"12";"121";"121";"mixte containers - dur";"pas de conversion";"3";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;4.19;20.8428;0.263;3.223;5.1393;0.116;17.3008;38.5085;0.306;3.86;20.89;36.039;160.9807;20.806;0.127;4.867;0;176.123;29886;264.63362212;707.799999999999;0.101159817495758
"599";"Krnjaca AC";44.84292;20.52247;"ouvert";"SRB";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_externe";"12";"121";"121";"mixte containers - dur";"pas de conversion";"3";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;5.998;4.107;3.272;3.292;0.814;2.051;3.272;4.217;2.342;3.478;6.501;15.466;3.479;1.419;0.916;0.713;0;203.26;181414;451.13795713;707.799999999999;0.652698477118486
"601";"Bogovadja AC";44.31744;20.18566;"ouvert";"SRB";"non";"rural";"Territoires agricoles";"loin_externe";"24";"243";"24";"dur";"pas de conversion";"4";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;8.45;15.508;8.446;8.86589999999999;5.1393;2.303;8.446;34.42;5.3627;2.32;2.536;42.4895;60.618;5.902;0;18.466;9.5254;282.024;14851;185.61551307;200;-0.0485215255287622
"600";"Banja Koviljaca AC";44.50925;19.15332;"ouvert";"SRB";"non";"banlieue";"Forêts et milieux semi-naturels";"loin_externe";"31";"311";"31";"mixte containers - dur";"pas de conversion";"3";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;8.256;6.226;0.633;0.886;0.886;0.886;8.585;7.981;0.596;0.609;2.229;33.154;100.881;38.812;0.4;2.254;2.416;211.48;75846;612.23986333;120;0.141348124874689
"602";"Tutin AC";42.97837;20.29415;"ouvert";"SRB";"non";"rural";"Territoires agricoles";"loin_externe";"23";"231";"23";"dur";"pas de conversion";"4";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;12.5437;20.8428;5.211;5.256;5.1393;5.21;17.281;38.5085;4.688;5.084;1.395;36.611;139.522;38.812;0.106;10.846;9.5254;327.171;31576;741.58936277;280;-0.32246933181132
"603";"Sjenica AC";43.2776635809083;20.0111170778545;"ouvert";"SRB";"non";"banlieue";"Tissu urbain discontinu";"loin_externe";"11";"112";"112";"dur / conversion";"usine";"4";"2";6945235;77629;1629904.31789474;37.3618442105263;1.597;20.8428;1.868;1.072;0.587;0.617;17.3008;1.434;0.764;1.081;21.264;1.94;143.243;10.118;0.349;20.438;9.274;379.351;25907;1058.4414029;400;-0.562912648099938
"609";"Pirot TRC";43.17316;22.61858;"ouvert";"SRB";"non";"banlieue";"Forêts et milieux semi-naturels";"loin_externe";"32";"324";"32";"mixte containers - dur";"pas de conversion";"3";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;4.576;4.307;3.945;4.227;3.587;3.587;6.247;3.599;3.477;3.825;4.262;42.4895;92.154;38.812;0.314;37.387;2.604;276.563;54873;1232.28948082;190;-0.303016990235021
"434";"BUJANOVAC TRC";42.44759;21.76641;"semi-ouvert";"SRB";"non";"banlieue";"Tissu urbain discontinu";"loin_externe";"11";"112";"112";"dur / conversion";"usine";"4";"2";6945235;77629;1629904.31789474;37.3618442105263;1.767;20.8428;2.638;8.86589999999999;1.02;1.02;14.912;38.5085;1.452;2.038;21.264;42.4895;160.9807;3.649;0.017;9.277;2.348;196.024;37769;460.91329009;270;-0.0381466980469072
"431";"Sid-Stanica TRC";45.11808;19.22192;"semi-ouvert";"SRB";"non";"rural";"Zones industrielles ou commerciales et installations publiques";"loin_externe";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;1.624;1.536;1.106;1.084;0.038;0.038;1.106;38.5085;0.505;1.631;11.814;42.4895;52.226;6.466;2.523;14.744;0;130.471;31901;685.2860746;440;-0.283730563169929
"433";"PRINCIPOVAC TRC";45.17189;19.34611;"fermé";"SRB";"non";"rural";"Territoires agricoles";"loin_externe";"21";"211";"21";"dur / conversion";"hôpital psychiatrique";"4";"2";6945235;77629;1629904.31789474;37.3618442105263;12.5437;15.307;13.063;8.86589999999999;5.1393;12.544;13.063;33.438;5.3627;3.716;15.093;42.4895;41.091;15.181;0.811;7.492;9.254;125.92;31901;685.2860746;520;-0.283730563169929
"432";"Subotica TRC";46.08468;19.69963;"fermé";"SRB";"non";"ville";"Territoires agricoles";"proche_externe";"21";"211";"21";"hangar";"pas de conversion";"2";"(manquant)";6945235;77629;1629904.31789474;37.3618442105263;4.526;2.627;2.761;2.439;1.87;1.619;2.761;4.509;2.585;2.853;13.109;34.451;36.065;1.78;0.32;0.592;0.052;10.744;137753;1007.55361867;166;0.184169945133443
"437";"Secovce";48.69701;21.65905;"fermé";"SVK";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";5454147;48458;238593;47.944;1.035;1.006;1.483;0.932;0.847;0.864;1.483;14.377;1.347;1.154;13.743;29.886;160.9807;12.534;1.528;24.658;0.692;32.364;8542;32.63100428;244.185385656292;0.366567773618351
"438";"Humenné";48.9352;21.89416;"fermé";"SVK";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";5454147;48458;88464;73.256;1.402;0.95;0.299;0.508;0.334;1.053;0.441;0.562;0.065;1.051;13.671;41.979;160.9807;28.025;0.37;18.189;0.324;47.454;32834;28.63298907;244.185385656292;1.00809575310873
"436";"Medvedov";47.80055;17.65526;"fermé";"SVK";"non";"rural";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";5454147;48458;259936;20.372;0.957;14.038;14.536;5.762;0.25;14.2528;5.774;5.835;5.3627;0.974;10.06;20.998;34.656;12.424;0.037;5.695;4.458;0.821;539;10.3506294;244.185385656292;-0.334739347199437
"443";"Brnik Airport Holding Premises for Aliens";46.23086;14.45499;"fermé";"SVN";"non";"rural";"Aéroports";"proche_interne";"12";"124";"124";"dur / transport";"pas de conversion";"4";"(manquant)";2088385;20327;295504;26.073;4.639;0.06;4.631;4.648;0.19;9.911;5.214;10.229;4.847;0.044;12.668;0;43.541;1.61;0.617;37.568;3.254;25.639;7769;78.05325332;18;-0.0137631660830513
"446";"Center za Tujce (Foreigners Detention Centre)";45.78526;14.19356;"fermé";"SVN";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";2088385;20327;233276;48.027;2.782;1.493;2.804;2.236;0.874;2.693;16.712;2.539;2.264;1.49;10.269;42.4895;34.367;2.131;0.059;1.199;1.378;41.166;16442;269.89205722;180;-0.226972737844747
"1024";"Branch Facility Kotnikova";46.0553886674263;14.5133560731223;"semi-ouvert";"SVN";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";2088385;20327;295504;3.215;1.012;0.223;0.213;0.265;0.372;0.49;0.458;0.817;0.299;0.252;4.287;17.22;62.079;0.299;2.666;19.519;0.504;52.093;295504;275.04841518;90;1.01941693902445
"445";"Asylum Home Ljubljana. Center za tujce";46.0292;14.46592;"semi-ouvert";"SVN";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";2088385;20327;295504;7.462;5.63;1.525;3.159;1.834;0.265;1.344;1.853;1.898;1.531;0.972;0.781;20.042;62.838;0.465;0.878;20.221;0;56.813;295504;275.04841518;350;1.01941693902445
"1030";"Sevilla Centro de Acogida a Refugiados";37.4058475586402;-5.94044320762394;"ouvert";"ESP";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";47133521;506884;1558006;2.51;6.478;3.416;0.6;0.223;0.312;0.543;0.6;4.12;0.222;0.901;3.632;2.383;6.002;1.156;0.907;9.317;0.024;71.983;691395;141.33460758;120;1.69240023671291
"453";"Las Palmas de Gran Canaria. Centro de Barranco Seco";28.0937;-15.42442;"fermé";"ESP";"non";"ville";"Forêts et milieux semi-naturels";"proche_interne";"32";"323";"32";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";47133521;506884;635919;3.489;3.919;1.41;0.371;0.878;0.055;1.007;1.193;1.219;0.545;0.946;3.676;16.834;2.766;23.487;0.611;21.1903218970737;1.262;1.414;381223;101.65385162;168;1.6056339549864
"739";"Ceuta Temporary Stay Centre";35.90054;-5.34758;"fermé";"ESP";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";47133521;506884;84202;1.471;3.858;4.111;2.693;2.849;2.332;2.604;3.69;32.744;1.417;2.748;2.709;42.4895;1.579;30.533;7.8495;59.913;0;1.78;84202;19.77700306;244.185385656292;1.66074062525439
"1028";"Vallecas Centro de Acogida a Refugiados (Madrid)";40.3870305880211;-3.64504723227058;"ouvert";"ESP";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";47133521;506884;7005286;12.798;1.898;0.587;0.398;0.193;0.132;0.449;0.398;1.559;0.058;0.233;2.728;9.044;160.9807;0.809;7.772;14.724;0.798;333.896;3334730;604.9917764;96;1.69240023671291
"448";"Algeciras. Centro de la Piñera";36.12359;-5.45111;"fermé";"ESP";"oui";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur / enfermement";"pas de conversion";"4";"(manquant)";47133521;506884;262294;3.93;1.182;10.966;1.315;0.94;0.41;0.423;1.315;1.255;0.174;0.943;0.837;42.4895;0.417;4.132;4.851;40.315;1.899;1.564;123078;85.81913852;30;1.18817497860514
"740";"Melilla Temporary Stay Centre";35.28981;-2.96341;"fermé";"ESP";"non";"ville";"Equipements sportifs et de loisirs";"proche_interne";"14";"142";"142";"dur";"pas de conversion";"4";"(manquant)";47133521;506884;87076;1.435;2.95;20.8428;1.724;1.43;0.413;4.719;1.724;38.5085;0.472;2.752;21.264;0.441;2.324;38.812;7.8495;60.196;0.05;0.085;87076;13.92766843;244.185385656292;1.69240023671291
"1027";"Alcobendas Centro de Acogida a Refugiados (Madrid)";40.5463894435327;-3.63641085276435;"ouvert";"ESP";"non";"ville";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";47133521;506884;7005286;13.605;0.588;0.802;0.174;1.003;0.136;0.159;0.274;1.314;0.023;0.46;1.812;4.368;160.9807;1.42;3.09;28.828;1.025;323.525;118417;45.23029283;80;1.44956335374461
"457";"Santa Cruz de Tenerife. Centro de Hoya Fria";28.43321;-16.29161;"fermé";"ESP";"non";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";47133521;506884;520655;13.526;4.723;4.054;1.45;1.108;0.165;6.567;1.45;1.549;0.772;1.113;0.607;5.805;4.6;1.006;2.629;21.1903218970737;0.14;0.977;209194;149.93028423;238;1.17623855867284
"1029";"Mislata Centro de Acogida a Refugiados (Valence)";39.4727234796805;-0.409204996526806;"ouvert";"ESP";"non";"ville";"Tissu urbain continu";"proche_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";47133521;506884;1768205;20.298;1.047;2.672;0.471;0.767;0.232;0.384;0.957;1.846;0.215;1.681;4.09;4.269;6.752;1.708;1.562;25.768;0.688;8.794;800215;134.66386189;120;1.69240023671291
"458";"Valencia. Centro de Zapadores";39.45632;-0.3695;"fermé";"ESP";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";47133521;506884;1768205;17.029;2.065;1.378;0.871;0.374;0.225;1.326;0.871;1.709;0.433;0.625;2.422;8.115;3.084;0.504;0.626;25.987;0;4.494;800215;134.66386189;156;1.69240023671291
"449";"Barcelona. Centro de zona franca";41.32771;2.12496;"fermé";"ESP";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";47133521;506884;5105991;11.23;3.561;3.642;2.528;1.215;0.236;1.082;2.528;3.52;2.333;3.076;2.064;2.188;1.339;1.228;3.411;8.093;0;3.028;1664182;98.29367925;244.185385656292;1.69240023671291
"454";"Madrid. Centro de Aluche";40.38302;-3.75766;"fermé";"ESP";"non";"ville";"Espaces verts urbains";"loin_interne";"14";"141";"141";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";47133521;506884;7005286;13.847;0.755;1.743;0.098;0.352;0.072;0.426;1.12;0.588;0.302;0.778;3.449;1.654;160.9807;2.468;7.8495;22.937;0.051;323.039;3334730;604.9917764;280;1.69240023671291
"1037";"Mölndal Detention Centre";59.4601972600334;17.9226837973896;"fermé";"SWE";"non";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";10278887;446178;2284986;44.749;7.344;2.471;0.082;2.473;0.154;0.296;0.082;1.388;0.527;0.363;3.011;4.125;15.1;1.214;0.996;3.542;1.675;14.841;73857;57.94700443;244.185385656292;1.69240023671291
"461";"Gävle Detention Centre";60.66702;17.1511;"fermé";"SWE";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";10278887;446178;307035;111.8333;1.73;0.741;0.223;0.225;0.222;1.179;0.223;1.02;0.128;0.57;4.716;12.842;3.424;2.177;2.112;2.162;0.435;6.993;102418;1770.87464877;244.185385656292;0.399750530697581
"463";"Märsta Detention Centre";59.61819;17.87845;"fermé";"SWE";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";10278887;446178;2284986;78.959;2.628;2.471;16.022;2.466;0.074;2.723;17.3008;21.163;2.969;2.452;1.192;2.288;31.457;0.765;0.374;4.329;0;44.374;48964;350.40436675;244.185385656292;0.782869440257772
"460";"Flen Detention Centre";59.06057;16.61211;"fermé";"SWE";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";10278887;446178;165670;111.8333;2.629;2.425;2.402;2.393;0.344;2.698;2.402;2.645;2.082;1.686;21.264;29.546;52.11;37.566;0.204;8.596;0.874;81.197;16585;830.67086986;244.185385656292;-0.0621514442317002
"464";"Åstorp";56.12308;12.91568;"fermé";"SWE";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";10278887;446178;248807;18.357;7.638;4.128;7.31;7.156;0.768;4.273;7.31;7.834;1.444;2.731;1.964;16.447;16.323;8.804;2.428;18.438;0;24.818;15940;93.40417485;244.185385656292;0.869684089620221
"1038";"Ljungbyhed Detention Centre";56.0722958016175;13.2284953152385;"fermé";"SWE";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";10278887;446178;248807;49.222;12.5437;0.801;1.081;8.86589999999999;0.673;0.817;1.081;22.355;1.827;0.149;5.9;0.528;33.164;24.273;1.183;3.38;8.258;55.08;17756;380.87483361;244.185385656292;0.306124919564852
"493";"Stans Untersuchungs-und Strafgefangnis - Nidwalden";46.96458;8.38612;"fermé";"CHE";"oui";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;231246;18.655;1.542;0.429;3.151;2.229;0.29;2.374;2.127;2.09;1.384;0.403;20.217;0.202;83.964;10.224;0.227;0.731;0;83.198;8393;11.23147881;244.185385656292;0.557609795902769
"1050";"Glaubenberg Bundesasylzentrum - departure";46.8908126957333;8.12216526509466;"semi-ouvert";"CHE";"non";"banlieue";"Forêts et milieux semi-naturels";"loin_interne";"32";"324";"32";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;231246;32.548;11.807;12.993;13.667;8.86589999999999;0.606;10.741;11.228;13.619;5.3627;7.1315;9.088;9.698;79.83;21.823;0.208;20.985;9.189;76.571;10368;73.34220404;640;-0.165529453606096
"1043";"Bern Bundesasylzentrum";46.9322336673683;7.43419539053134;"semi-ouvert";"CHE";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;419983;4.948;2.783;0.585;0;0.581;0.102;0.724;0.587;1.052;0.159;0.306;8.016;4.366;69.448;1.708;2.957;7.274;2.453;73.821;133883;51.79363738;606;1.09657853831237
"487";"Kreuzlingen Bundesazylzentrum - departure";47.63826;9.16377;"fermé";"CHE";"non";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;281742;11.433;1.806;2.359;1.205;1.908;0.257;0.702;1.205;2.47;0.688;0.721;6.588;25.048;113.425;27.911;1.866;2.034;1.856;4.728;22004;11.39637951;320;0.969864247930207
"484";"Glarus kantonales gefangnis";47.04293;9.0669;"fermé";"CHE";"oui";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;34494;63.447;0.474;0.555;0.286;0.58;0.242;0.666;0.309;4.422;0.081;0.155;21.264;2.984;119.602;28.637;7.8495;18.096;4.677;45.782;12426;103.66904246;244.185385656292;-0.237188223042701
"1045";"Brugg Bundesasylzentrum - departure";47.4880248985639;8.21606852850977;"semi-ouvert";"CHE";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;1384728;39.076;1.213;1.187;0.863;1.22;0.288;1.204;0.944;1.111;0.455;0.312;4.125;4.895;41.978;11.182;3.996;18.44;0.367;19.153;11179;6.43450738;440;0.92401716769745
"467";"Aarau-Amtshaus Bezirksgefängnis";47.39355;8.04651;"fermé";"CHE";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur / police";"pas de conversion";"4";"(manquant)";8575280;41436;1384728;53.928;0.388;0.098;0.397;0.26;0.012;0.52;0.131;0.366;0.18;0.108;7.646;14.708;33.008;10.223;1.818;13.7;0.427;27.511;21506;12.40440972;244.185385656292;0.923113053705783
"497";"Zug Kantonale Strafanstalt";47.17321;8.51052;"fermé";"CHE";"oui";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;34494;3.483;1.253;0.454;3.239;0.484;0.15;0.425;0.474;0.768;0.326;0.469;5.315;16.594;75.752;18.137;2.129;5.059;0;67.784;30542;22.30957219;244.185385656292;0.820535745384928
"1044";"Embrach Bundesazylzentrum - departure";47.5246401125292;8.58626313179308;"semi-ouvert";"CHE";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;1384728;24.167;1.033;1.149;0.328;2.765;0.328;0.672;1.712;0.68;0.071;0.681;5.014;5.396;69.506;10.367;2.209;5.536;0.385;11.054;9440;12.73778475;360;0.554007603499768
"477";"Bern Regionalgefängnis";46.95123;7.44157;"fermé";"CHE";"oui";"ville";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;419983;5.248;1.237;0.325;0.583;0.301;0.061;0.362;0.24;0.365;0.053;0.2;8.43;5.016;67.265;0.062;7.8495;7.929;1.306;72.32;133883;51.79363738;244.185385656292;1.09657853831237
"496";"Widnau gefangnis";47.40571;9.63495;"fermé";"CHE";"oui";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;166273;29.036;0.067;0.505;8.118;0.602;0.117;1.13;0.623;0.152;0.35;0.4;6.811;9.801;146.188;8.931;1.316;3.122;0.329;1.227;9619;4.15547561;244.185385656292;1.04863870198283
"486";"Grisons justizvollzugsanstalt realta prison";46.73401;9.42638;"fermé";"CHE";"oui";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;166273;111.8333;2.153;1.843;0.368;6.03;0.149;0.799;0.368;4.591;1.751;1.86;21.264;41.083;160.885;32.921;1.66;28.492;0;38.207;2228;31.15934013;244.185385656292;-0.461543550551871
"474";"Bazenheid  ausschaffungsgefangnis";47.41473;9.06507;"fermé";"CHE";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur / police";"pas de conversion";"4";"(manquant)";8575280;41436;166273;34.55;2.771;0.837;5.878;0.539;0.172;0.889;3.018;3.084;0.184;0.185;12.549;29.898;106.564;15.986;4.21;4.013;2.667;41.683;9073;42.67348974;244.185385656292;0.0117222658297201
"470";"Appenzel kantonalen polizeigefangnis";47.33494;9.4099;"fermé";"CHE";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur / police";"pas de conversion";"4";"(manquant)";8575280;41436;166273;14.846;0.728;0.998;0.68;0.588;0.26;1.031;0.73;9.402;0.774;0.647;11.842;19.733;133.71;10.819;3.39;11.599;0;16.68;5795;16.85965721;244.185385656292;0.220334214851841
"469";"Altstatten regionalgefangnis";47.35809;9.55345;"fermé";"CHE";"oui";"banlieue";"Territoires agricoles";"proche_interne";"21";"211";"21";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;166273;22.461;3.535;0.971;4.053;3.597;0.504;2.653;3.485;11.964;3.118;2.736;12.336;13.937;143.99;5.4;2.516;5.625;0.357;4.874;11733;39.36883962;244.185385656292;0.158385971209715
"1042";"Basel Bundesasylzentrum";47.5791231407801;7.60379305236044;"semi-ouvert";"CHE";"non";"ville";"Territoires agricoles";"proche_interne";"21";"211";"21";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;550152;3.718;3.813;0.891;2.292;1.546;0.096;1.784;1.45;2.04;0.227;0.27;3.772;4.607;0.521;0.016;1.821;5.368;0.301;1.439;172258;23.86257423;536;1.5425916230304
"471";"Basel-Stadt Untersuchungsgefängnis Waaghof";47.54978;7.5863;"fermé";"CHE";"oui";"ville";"Tissu urbain continu";"proche_interne";"11";"111";"111";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;550152;1.53;1.376;0.207;0.316;0.137;0.142;0.311;0.134;0.38;0.5;0.182;4.031;5.171;2.647;0.107;2.813;7.44;1.422;3.593;172258;23.86257423;244.185385656292;1.5425916230304
"478";"Chiasso/Pasture Bundesasylzentrum";45.83192;9.01826;"semi-ouvert";"CHE";"non";"ville";"Tissu urbain continu";"proche_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;171513;9.38;1.127;1.361;1.628;0.489;0.382;1.407;1.628;2.285;0.962;0.482;2.894;13.377;156.289;0.272;0.454;15.24;0.087;0.24;7979;5.53408082;238;0.843032482632446
"746";"La Farera Prison (Carcere judiciare \"Farera\")";46.04728;8.97663;"fermé";"CHE";"oui";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;151122;2.457;2.504;0.864;4.558;0.826;0.352;3.26;4.558;6.37;0.486;1.165;21.264;6.167;160.9807;18.679;0.797;13.916;0;3.112;63185;76.67465748;244.185385656292;0.600091660111438
"473";"Basel-stadt Bässlergut Ausschaffungsgefängnis";47.57876;7.60465;"fermé";"CHE";"oui";"ville";"Territoires agricoles";"proche_interne";"21";"211";"21";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;550152;3.692;3.804;0.986;2.192;1.49;0.185;1.71;1.551;1.995;0.268;0.318;3.822;4.679;0.585;0.083;1.762;5.443;0.364;1.523;172258;23.86257423;244.185385656292;1.5425916230304
"501";"Thun Regionalgefängnis - Bern";46.76019;7.62015;"fermé";"CHE";"oui";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur / enfermement";"pas de conversion";"4";"(manquant)";8575280;41436;43734;3.39;0.882;0.825;1.236;0.795;0.054;0.414;0.8;0.852;0.777;0.376;7.715;16.515;86.418;20.317;1.946;3.729;0;93.353;43734;21.41167855;244.185385656292;0.994298000712838
"1794";"Zurich Bundesasylzentrum";47.3900612697273;8.51286757486872;"semi-ouvert";"CHE";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";8575280;41436;1384728;2.321;1.658;0.202;0.488;0.802;0.202;0.95;0.488;0.397;0.068;0.279;4.047;6.288;66.118;0.29;2.957;8.082;0;32.778;415367;88.40040649;536;1.35610724266589
"498";"Aéroport de Zurich Bundesasylzentrum";47.45074;8.56251;"semi-ouvert";"CHE";"non";"ville";"Aéroports";"proche_interne";"12";"124";"124";"dur / transport";"pas de conversion";"4";"(manquant)";8575280;41436;1384728;11.735;2.208;0.024;0.388;0.061;0.021;0.126;0.198;0.269;0.277;0.165;4.013;0;68.439;7.94;4.658;1.736;1.124;22.857;19679;19.11596728;60;0.696736262109354
